inflected form,base form,number,gender,group,case,concat form
бригадирство,бригадирство,1,n,inanim,A,бригадирство1A
бригадирством,бригадирство,1,n,inanim,I,бригадирство1I
бригадирстві,бригадирство,1,n,inanim,L,бригадирство1L
бригадирству,бригадирство,1,n,inanim,L,бригадирство1L
бригадирство,бригадирство,1,n,inanim,V,бригадирство1V
проблєма,проблєма,1,f,inanim,N,проблєма1N
проблєми,проблєма,1,f,inanim,G,проблєма1G
проблємі,проблєма,1,f,inanim,D,проблєма1D
проблєму,проблєма,1,f,inanim,A,проблєма1A
проблємою,проблєма,1,f,inanim,I,проблєма1I
проблємі,проблєма,1,f,inanim,L,проблєма1L
проблємо,проблєма,1,f,inanim,V,проблєма1V
проблєми,проблєма,2,f,inanim,N,проблєма2N
проблєм,проблєма,2,f,inanim,G,проблєма2G
проблємам,проблєма,2,f,inanim,D,проблєма2D
проблєми,проблєма,2,f,inanim,A,проблєма2A
проблємами,проблєма,2,f,inanim,I,проблєма2I
проблємах,проблєма,2,f,inanim,L,проблєма2L
проблєми,проблєма,2,f,inanim,V,проблєма2V
бродіння,бродіння,1,n,inanim,N,бродіння1N
бродіння,бродіння,1,n,inanim,G,бродіння1G
бродінню,бродіння,1,n,inanim,D,бродіння1D
бродіння,бродіння,1,n,inanim,A,бродіння1A
бродінням,бродіння,1,n,inanim,I,бродіння1I
бродінні,бродіння,1,n,inanim,L,бродіння1L
бродінню,бродіння,1,n,inanim,L,бродіння1L
бродіння,бродіння,1,n,inanim,V,бродіння1V
бродіння,бродіння,2,n,inanim,N,бродіння2N
бродінь,бродіння,2,n,inanim,G,бродіння2G
бродінням,бродіння,2,n,inanim,D,бродіння2D
бродіння,бродіння,2,n,inanim,A,бродіння2A
бродіннями,бродіння,2,n,inanim,I,бродіння2I
бродіннях,бродіння,2,n,inanim,L,бродіння2L
бродіння,бродіння,2,n,inanim,V,бродіння2V
псевдолюстрація,псевдолюстрація,1,f,inanim,N,псевдолюстрація1N
псевдолюстрації,псевдолюстрація,1,f,inanim,G,псевдолюстрація1G
псевдолюстрації,псевдолюстрація,1,f,inanim,D,псевдолюстрація1D
псевдолюстрацію,псевдолюстрація,1,f,inanim,A,псевдолюстрація1A
псевдолюстрацією,псевдолюстрація,1,f,inanim,I,псевдолюстрація1I
псевдолюстрації,псевдолюстрація,1,f,inanim,L,псевдолюстрація1L
псевдолюстраціє,псевдолюстрація,1,f,inanim,V,псевдолюстрація1V
тетрада,тетрада,1,f,inanim,N,тетрада1N
тетради,тетрада,1,f,inanim,G,тетрада1G
тетраді,тетрада,1,f,inanim,D,тетрада1D
тетраду,тетрада,1,f,inanim,A,тетрада1A
тетрадою,тетрада,1,f,inanim,I,тетрада1I
тетраді,тетрада,1,f,inanim,L,тетрада1L
тетрадо,тетрада,1,f,inanim,V,тетрада1V
тетради,тетрада,2,f,inanim,N,тетрада2N
тетрад,тетрада,2,f,inanim,G,тетрада2G
тетрадам,тетрада,2,f,inanim,D,тетрада2D
тетради,тетрада,2,f,inanim,A,тетрада2A
тетрадами,тетрада,2,f,inanim,I,тетрада2I
тетрадах,тетрада,2,f,inanim,L,тетрада2L
тетради,тетрада,2,f,inanim,V,тетрада2V
чубище,чубище,1,n,inanim,N,чубище1N
чубища,чубище,1,n,inanim,G,чубище1G
чубищу,чубище,1,n,inanim,D,чубище1D
чубище,чубище,1,n,inanim,A,чубище1A
чубищем,чубище,1,n,inanim,I,чубище1I
чубищі,чубище,1,n,inanim,L,чубище1L
чубищу,чубище,1,n,inanim,L,чубище1L
чубище,чубище,1,n,inanim,V,чубище1V
чубища,чубище,2,n,inanim,N,чубище2N
чубищ,чубище,2,n,inanim,G,чубище2G
чубищам,чубище,2,n,inanim,D,чубище2D
чубища,чубище,2,n,inanim,A,чубище2A
чубищами,чубище,2,n,inanim,I,чубище2I
чубищах,чубище,2,n,inanim,L,чубище2L
чубища,чубище,2,n,inanim,V,чубище2V
сідловка,сідловка,1,f,inanim,N,сідловка1N
сідловки,сідловка,1,f,inanim,G,сідловка1G
сідловці,сідловка,1,f,inanim,D,сідловка1D
сідловку,сідловка,1,f,inanim,A,сідловка1A
сідловкою,сідловка,1,f,inanim,I,сідловка1I
сідловці,сідловка,1,f,inanim,L,сідловка1L
сідловко,сідловка,1,f,inanim,V,сідловка1V
сідловки,сідловка,2,f,inanim,N,сідловка2N
сідловок,сідловка,2,f,inanim,G,сідловка2G
сідловкам,сідловка,2,f,inanim,D,сідловка2D
сідловки,сідловка,2,f,inanim,A,сідловка2A
сідловками,сідловка,2,f,inanim,I,сідловка2I
сідловках,сідловка,2,f,inanim,L,сідловка2L
сідловки,сідловка,2,f,inanim,V,сідловка2V
захлинання,захлинання,1,n,inanim,N,захлинання1N
захлинання,захлинання,1,n,inanim,G,захлинання1G
захлинанню,захлинання,1,n,inanim,D,захлинання1D
захлинання,захлинання,1,n,inanim,A,захлинання1A
захлинанням,захлинання,1,n,inanim,I,захлинання1I
захлинанні,захлинання,1,n,inanim,L,захлинання1L
захлинанню,захлинання,1,n,inanim,L,захлинання1L
захлинання,захлинання,1,n,inanim,V,захлинання1V
божба,божба,1,f,inanim,N,божба1N
божби,божба,1,f,inanim,G,божба1G
божбі,божба,1,f,inanim,D,божба1D
божбу,божба,1,f,inanim,A,божба1A
божбою,божба,1,f,inanim,I,божба1I
божбі,божба,1,f,inanim,L,божба1L
божбо,божба,1,f,inanim,V,божба1V
божби,божба,2,f,inanim,N,божба2N
божб,божба,2,f,inanim,G,божба2G
божбам,божба,2,f,inanim,D,божба2D
божби,божба,2,f,inanim,A,божба2A
божбами,божба,2,f,inanim,I,божба2I
божбах,божба,2,f,inanim,L,божба2L
божби,божба,2,f,inanim,V,божба2V
метилбензол,метилбензол,1,m,inanim,N,метилбензол1N
